"title","year","length","budget","rating","votes","r1","r2","r3","r4","r5","r6","r7","r8","r9","r10","mpaa","Action","Animation","Comedy","Drama","Documentary","Romance","Short"
"Star Trek: The Wrath of Khan",1982,116,11000000,7.6,16333,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG",1,0,0,0,0,0,0
"Star Wars",1977,125,11000000,8.8,134640,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"PG",1,0,0,0,0,0,0
"Star Wars: Episode I - The Phantom Menace",1999,133,115000000,6.4,84488,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"PG",1,0,0,0,0,0,0
"Star Wars: Episode II - Attack of the Clones",2002,120,120000000,7,63889,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"PG",1,0,0,0,0,0,0
"Star Wars: Episode V - The Empire Strikes Back",1980,129,18000000,8.8,103706,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"PG",1,0,0,0,0,0,0
"Star Wars: Episode VI - Return of the Jedi",1983,135,32500000,8.1,82471,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG",1,0,0,0,0,0,0
"Stark Raving Mad",2002,102,5000000,6.2,601,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Starkweather",2004,92,1000000,4.6,89,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Starship Troopers",1997,129,95000000,6.7,32618,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",1,0,0,0,0,0,0
"Starsky & Hutch",2004,101,60000000,6.3,13529,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Statement, The",2003,120,23000000,6.1,710,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Stateside",2004,97,16000000,5.4,247,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Station Agent, The",2003,88,500000,8.1,7112,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Steal Big Steal Little",1995,135,35000000,4.6,263,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Stealing Harvard",2002,82,25000000,4.7,2547,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Steamboy",2004,126,20000000,6.6,529,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",1,1,0,1,0,0,0
"Steel",1997,97,16000000,2.6,1607,44.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Stepford Wives, The",2004,93,90000000,5.3,7773,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Stepmom",1998,124,50000000,6.1,7470,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,0,0
"Stigmata",1999,103,32000000,6,14062,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Stir of Echoes",1999,99,13000000,7,11433,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,"R",0,0,0,0,0,0,0
"Stolen Summer",2002,91,1500000,6.2,801,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG",0,0,0,1,0,0,0
"Story of Us, The",1999,95,50000000,5.6,4953,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Strange Days",1995,145,42000000,6.9,11869,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,0,1,0,0,0
"Strangeland",1998,92,2000000,4.4,1179,14.5,4.5,4.5,4.5,14.5,14.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Strangers on a Train",1951,103,1200000,8.3,10624,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG",0,0,0,1,0,0,0
"Stripes",1981,106,10000000,6.8,7406,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Striptease",1996,117,50000000,3.8,7998,14.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Stuart Little",1999,81,103000000,6,8009,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Stuart Little 2",2002,82,120000000,5.9,2324,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"Sugar & Spice",2001,84,11000000,5.3,2901,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Sugar Town",1999,92,250000,5.8,307,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Suicide Kings",1997,106,5000000,7,6117,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,1,1,0,0,0
"Sum of All Fears, The",2002,123,68000000,6.6,15835,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Summer Catch",2001,105,17000000,4.5,2581,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Summer of Sam",1999,142,22000000,6.5,8151,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Sunshine State",2002,141,5600000,7,1481,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,0,1,0,0,0
"Super Size Me",2004,100,300000,7.7,9487,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"PG-13",0,0,0,0,1,0,0
"Super Troopers",2001,100,3000000,6.3,7728,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,1,0,0,0,0
"Superman",1978,151,55000000,7.1,17327,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",1,0,0,0,0,0,0
"Superstar",1999,81,14000000,4.5,2880,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Surviving Picasso",1996,125,16000000,6.1,1139,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,1,0
"Suspect Zero",2004,99,27000000,5.7,1310,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Sweepers",1999,93,12500000,3.9,276,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Sweet Home Alabama",2002,108,38000000,5.8,9943,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Sweet November",2001,115,40000000,5.5,5458,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Sweetest Thing, The",2002,90,43000000,4.7,8284,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Swept Away",2002,89,10000000,3.8,2113,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,1,0,0,1,0
"Swimfan",2002,85,8500000,4.5,3863,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Swimming with Sharks",1994,101,700000,7.1,4837,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Swingers",1996,96,200000,7.6,15827,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,0,0
"Swiri",1999,125,5000000,6.6,1704,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",1,0,0,0,0,1,0
"Switchback",1997,118,38000000,6.1,2195,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Swordfish",2001,99,80000000,6.2,20455,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"THX 1138",1971,88,777000,6.5,4274,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Tadpole",2002,78,150000,6.3,1769,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,1,0,1,0
"Taegukgi hwinalrimyeo",2004,140,12800000,8.5,1792,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,"R",1,0,0,1,0,0,0
"Tailor of Panama, The",2001,109,18000000,6.1,5997,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Tale of the Mummy",1998,119,8000000,3.7,570,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Talented Mr. Ripley, The",1999,139,40000000,7,25974,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Tales from the Hood",1995,98,6000000,5.1,548,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Tank Girl",1995,104,25000000,4.6,4400,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,1,0,0,0,0
"Targets",1968,90,130000,7.4,793,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,"R",0,0,0,0,0,0,0
"Tart",2001,94,3300000,4.6,714,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Tarzan and the Lost City",1998,83,20000000,3.6,510,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"PG",1,0,0,0,0,0,0
"Taxman, The",1999,104,1000000,5.7,169,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,1,0,0,0,0
"Tea with Mussolini",1999,117,12000000,6.7,2711,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG",0,0,1,1,0,0,0
"Teacher's Pet",2004,74,10000000,5.6,218,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG",0,1,1,0,0,0,0
"Teaching Mrs. Tingle",1999,96,13000000,5,5244,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,1,0,0,0,0
"Team America: World Police",2004,98,30000000,7.3,13104,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,"R",1,0,1,0,0,0,0
"Tears of the Sun",2003,121,70000000,6.2,8690,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Ted Bundy",2002,99,1200000,5.2,852,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Terminal, The",2004,128,60000000,7.1,15809,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,1,1,0,1,0
"Terminator 2: Judgment Day",1991,154,100000000,8.2,77614,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",1,0,0,1,0,0,0
"Terminator 3: Rise of the Machines",2003,109,175000000,6.9,32111,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Terror Tract",2000,96,11000000,5.6,281,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Texas Chainsaw Massacre, The",2003,98,9200000,5.9,9587,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",1,0,0,0,0,0,0
"Texas Rangers",2001,86,38000000,5.1,945,14.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,1,0,0,0
"Theodore Rex",1995,92,33000000,2.2,567,45.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG",0,0,1,0,0,0,0
"There Goes My Baby",1994,110,10500000,6.1,253,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,"R",0,0,1,1,0,0,0
"There's Something About Mary",1998,134,23000000,7.2,46343,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,0,0,1,0
"They",2002,89,17000000,4.4,2660,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Thin Line Between Love and Hate, A",1996,108,8000000,4.4,458,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Thin Red Line, The",1998,170,52000000,7.2,25637,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"R",1,0,0,1,0,0,0
"Things to Do in Denver When You're Dead",1995,115,8000000,6.6,5703,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,1,0
"Thir13en Ghosts",2001,87,20000000,5.1,8292,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Thirteen",2003,100,1500000,7.1,8652,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Thirteen Conversations About One Thing",2001,104,3000000,7.2,2883,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Thirteen Days",2000,145,80000000,7.4,10926,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"PG-13",0,0,0,1,0,0,0
"Thirteenth Floor, The",1999,100,16000000,6.4,7712,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Thomas Crown Affair, The",1999,113,48000000,6.7,17220,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Three Kings",1999,114,48000000,7.3,31503,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",1,0,1,1,0,0,0
"Three to Tango",1999,98,20000000,6,5719,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Thunderbirds",2004,95,57000000,4.4,1419,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,"PG",1,0,1,0,0,0,0
"Time Changer",2002,95,825000,4.5,304,24.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,24.5,"PG",0,0,0,1,0,0,0
"Time Machine, The",2002,96,80000000,5.5,12424,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Time to Kill, A",1996,149,40000000,6.9,15577,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Timecode",2000,97,4000000,6.2,2320,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,"R",0,0,1,1,0,0,0
"Timeline",2003,116,80000000,5.2,5803,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",0,0,0,0,0,0,0
"Tin Cup",1996,135,45000000,6.2,7521,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,1,0,1,0
"Titan A.E.",2000,94,75000000,6.4,9373,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG",1,1,0,0,0,0,0
"Titanic",1997,194,200000000,6.9,90195,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,"PG-13",0,0,0,1,0,1,0
"Tomcats",2001,95,11000000,4.7,3717,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Tomorrow Never Dies",1997,119,110000000,6.4,19397,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Torque",2004,81,40000000,3.2,4050,34.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Touch, The",2002,103,20000000,4.5,417,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"PG-13",1,0,0,0,0,1,0
"Town & Country",2001,104,90000000,4.5,1434,14.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Traffic",2000,147,48000000,7.8,41268,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Training Day",2001,120,45000000,7.3,22776,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,"R",0,0,0,1,0,0,0
"Trainspotting",1996,94,3500000,8,51887,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"R",0,0,0,1,0,0,0
"Trance",1998,94,4000000,3.9,392,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Trapped",2002,106,30000000,6,3718,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Treasure Planet",2002,95,140000000,6.6,3724,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"PG",0,1,0,1,0,0,0
"Trees Lounge",1996,95,1300000,7.1,3155,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"R",0,0,1,1,0,0,0
"Trekkies",1997,86,375000,6.9,1526,4.5,4.5,4.5,4.5,4.5,14.5,34.5,24.5,14.5,4.5,"PG",0,0,0,0,1,0,0
"Trigger Effect, The",1996,94,8000000,5.4,1591,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Triggermen",2002,96,12000000,5.8,317,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,1,0,0,0,0
"Triplettes de Belleville, Les",2003,78,8000000,7.7,6618,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,"PG-13",0,1,1,0,0,0,0
"Triumph of Love, The",2001,112,5000000,5.7,423,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"Trois",2000,93,200000,3.1,176,24.5,4.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,"R",0,0,0,0,0,0,0
"Trois 3: The Escort",2004,95,1000000,4.8,38,4.5,0,4.5,4.5,14.5,14.5,14.5,14.5,4.5,24.5,"R",0,0,0,1,0,0,0
"Tromeo and Juliet",1996,108,350000,5.8,1030,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,1,1,0,0,0
"Troy",2004,162,185000000,7.1,33979,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"R",1,0,0,1,0,1,0
"Truman Show, The",1998,103,60000000,7.7,62434,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"PG",0,0,1,1,0,0,0
"Tuck Everlasting",2002,96,15000000,6.5,2055,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG",0,0,0,1,0,1,0
"Tumbleweeds",1999,102,312000,6.9,1146,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"PG-13",0,0,1,1,0,0,0
"Tuxedo, The",2002,98,60000000,5.1,6070,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Twelve Monkeys",1995,129,29000000,7.9,62301,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,"R",0,0,0,1,0,0,0
"Twin Falls Idaho",1999,111,500000,7.1,1547,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,0,0
"Twin Peaks: Fire Walk with Me",1992,135,10000000,6.5,6927,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Twist",2003,97,350000,6,197,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Twister",1996,113,92000000,5.9,28315,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Two Can Play That Game",2001,93,6000000,5.8,843,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,1,0,0,1,0
"Two Girls and a Guy",1997,84,1000000,5.6,2014,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"NC-17",0,0,1,1,0,0,0
"Two Weeks Notice",2002,101,60000000,5.8,15010,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",0,0,1,0,0,1,0
"U Turn",1997,125,19000000,6.5,10306,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,"R",0,0,0,1,0,0,0
"U-571",2000,116,62000000,6.5,15792,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"U.S. Marshals",1998,131,60000000,6.1,10315,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"PG-13",1,0,0,1,0,0,0
"Ultimo tango a Parigi",1972,250,1250000,6.9,4007,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,"NC-17",0,0,0,1,0,1,0
"Unbreakable",2000,106,75000000,7.1,35842,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,"PG-13",0,0,0,1,0,0,0
"Uncle Sam",1997,89,2000000,3.3,488,24.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Under Siege 2: Dark Territory",1995,99,60000000,4.9,5551,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Under Suspicion",2000,111,25000000,6.4,3718,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Under the Tuscan Sun",2003,113,18000000,6.7,4183,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,"PG-13",0,0,1,1,0,1,0
"Undercover Brother",2002,85,25000000,6,5138,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",1,0,1,0,0,0,0
"Undisputed",2002,96,20000000,5.6,1769,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",1,0,0,1,0,0,0
"Unfaithful",2002,125,50000000,6.6,8713,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,"R",0,0,0,1,0,0,0
"Unforgettable",1996,117,18000000,5.7,940,4.5,4.5,4.5,14.5,14.5,24.5,24.5,14.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Unmade Beds",1997,95,1000000,6.7,148,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,"R",0,0,0,0,1,0,0
"Unsaid, The",2001,108,22000000,6.5,1084,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Unstoppable",2004,96,15000000,4.8,579,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,"R",1,0,1,1,0,0,0
"Untold, The",2002,92,3000000,3.8,400,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Up Close & Personal",1996,124,60000000,5.7,3201,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,"PG-13",0,0,0,1,0,1,0
"Upside of Anger, The",2005,118,13200000,7.2,1160,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,1,1,0,1,0
"Urban Ghost Story",1998,82,300000,5.3,167,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,"R",0,0,0,1,0,0,0
"Urban Legend",1998,99,14000000,5.1,8245,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Urban Legends: Final Cut",2000,97,15000000,3.8,3280,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Urbania",2000,106,225000,6.9,1089,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,"R",0,0,0,1,0,0,0
"Usual Suspects, The",1995,106,6000000,8.7,103854,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,"R",0,0,0,0,0,0,0
"Utomlyonnye solntsem",1994,132,2800000,7.6,2173,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,"R",0,0,0,1,0,0,0
"Valentine",2001,96,10000000,4.2,4779,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,0,0,0,0,0
"Vampire in Brooklyn",1995,100,14000000,4.4,2716,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,"R",0,0,1,0,0,1,0
"Vampires",1998,106,20000000,5.6,7908,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"R",1,0,0,0,0,0,0
"Van Helsing",2004,132,160000000,5.4,19787,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,"PG-13",1,0,0,0,0,0,0
"Van Wilder",2002,94,6000000,5.8,7799,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,"R",0,0,1,0,0,0,0
"Vanilla Sky",2001,136,68000000,6.9,31250,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,"R",0,0,0,1,0,1,0
"Vanity Fair",2004,141,23000000,6.1,2151,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,"PG-13",0,0,0,1,0,1,0
